scan,rater_1,rater_2,rater_3,rater_4
sub-0969_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0969_ses-adnigomonth12_acq-MPRAGE_run-4,yes,yes,yes,yes
sub-0969_ses-adnigomonth36_acq-MPRAGE_run-3,yes,yes,yes,yes
sub-0976_ses-adnigomonth12_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0981_ses-adni2baseline_acq-MPRAGE_run-1,no,no,no,no
sub-0981_ses-adni2baseline_acq-MPRAGE_run-2,no,no,yes,no
sub-0981_ses-adni2year2_acq-MPRAGE_run-1,no,no,no,no
sub-0981_ses-adni2year2_acq-MPRAGE_run-2,no,no,no,no
sub-0981_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0981_ses-adnigomonth36_acq-MPRAGE_run-1,no,no,no,no
sub-0985_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0985_ses-adnigomonth48_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0989_ses-adni2baseline_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0989_ses-adnigomonth36_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0994_ses-adni3screening_acq-MPRAGE_run-2,yes,yes,yes,yes
sub-0994_ses-adnigomonth18_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0994_ses-adnigomonth24_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0997_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0999_ses-adni3screening_acq-MPRAGE_run-1,yes,yes,yes,yes
sub-0999_ses-adnigomonth12_acq-MPRAGE_run-1,yes,yes,yes,yes
